"name","year","permanent_country","company","main_industry","annual_income","birth_year","sector"
"Robert Bass",2005,"United States-Texas-Fort Worth","Oak Hill Capital;Oak Hill Capital Management","Energy",115037999,1948,"Energy and Utilities"
"Robert Bass",2006,"United States-Texas-Fort Worth","Oak Hill Capital;Oak Hill Capital Management","Energy",116483999,1948,"Energy and Utilities"
"Robert Bass",2007,"United States-Texas-Fort Worth","Oak Hill Capital;Oak Hill Capital Management","Energy",187605000,1948,"Energy and Utilities"
"Robert Bass",2008,"United States-Texas-Fort Worth","Oak Hill Capital;Oak Hill Capital Management","Energy",183315000,1948,"Energy and Utilities"
"Robert Bass",2009,"United States-Texas-Fort Worth","Oak Hill Capital;Oak Hill Capital Management","Energy",148770000,1948,"Energy and Utilities"
"Robert Bass",2010,"United States-Texas-Fort Worth","Oak Hill Capital;Oak Hill Capital Management","Energy",147285000,1948,"Energy and Utilities"
"Robert Bass",2011,"United States-Texas-Fort Worth","Oak Hill Capital;Oak Hill Capital Management","Energy",128160000,1948,"Energy and Utilities"
"Robert Bass",2012,"United States-Texas-Fort Worth","Oak Hill Capital;Oak Hill Capital Management","Energy",112320000,1948,"Energy and Utilities"
"Robert Bass",2013,"United States-Texas-Fort Worth","Oak Hill Capital;Oak Hill Capital Management","Energy",83268000,1948,"Energy and Utilities"
"Robert Bass",2014,"United States-Texas-Fort Worth","Oak Hill Capital;Oak Hill Capital Management","Energy",85008000,1948,"Energy and Utilities"
"Robert Bass",2015,"United States-Texas-Fort Worth","Oak Hill Capital;Oak Hill Capital Management","Energy",82538999,1948,"Energy and Utilities"
"Robert Bass",2016,"United States-Texas-Fort Worth","Oak Hill Capital;Oak Hill Capital Management","Energy",85595999,1948,"Energy and Utilities"
"Robert Bass",2017,"United States-Texas-Fort Worth","Oak Hill Capital;Oak Hill Capital Management","Energy",1.2e+08,1948,"Energy and Utilities"
"Robert Bass",2018,"United States-Texas-Fort Worth","Oak Hill Capital;Oak Hill Capital Management","Energy",140385000,1948,"Energy and Utilities"
"Robert Bass",2019,"United States-Texas-Fort Worth","Oak Hill Capital;Oak Hill Capital Management","Energy",137445000,1948,"Energy and Utilities"
"Robert Bass",2020,"United States-Texas-Fort Worth","Oak Hill Capital;Oak Hill Capital Management","Energy",123795000,1948,"Energy and Utilities"
"Robert Bass",2021,"United States-Texas-Fort Worth","Oak Hill Capital;Oak Hill Capital Management","Energy",134640000,1948,"Energy and Utilities"
"Robert Bass",2022,"United States-Texas-Fort Worth","Oak Hill Capital;Oak Hill Capital Management","Energy",131580000,1948,"Energy and Utilities"
"Robert Brockman",2021,"","","Technology",158400000,1942,"Technology"
"Robert Brockman",2022,"","","Technology",121260000,1942,"Technology"
"Robert Citrone",2014,"","Discovery Capital Management","Finance and Investments",33396000,1965,"Finance and Insurance"
"Robert Citrone",2015,"","Discovery Capital Management","Finance and Investments",30569999,1965,"Finance and Insurance"
"Robert Citrone",2016,"","Discovery Capital Management","Finance and Investments",30569999,1965,"Finance and Insurance"
"Robert Citrone",2017,"","Discovery Capital Management","Finance and Investments",3.3e+07,1965,"Finance and Insurance"
"Robert Clark",2022,"","","Construction & Engineering",41280000,1959,"Construction and Real Estate"
"Robert Coyiuto, Jr.",2013,"Philippines-Manila","National Grid Corp;Oriental Petroleum & Minerals","Energy",49344000,1953,"Energy and Utilities"
"Robert Coyiuto, Jr.",2014,"Philippines-Manila","National Grid Corp;Oriental Petroleum & Minerals","Energy",45540000,1953,"Energy and Utilities"
"Robert Coyiuto, Jr.",2015,"Philippines-Manila","National Grid Corp;Oriental Petroleum & Minerals","Energy",55025999,1953,"Energy and Utilities"
"Robert Coyiuto, Jr.",2016,"Philippines-Manila","National Grid Corp;Oriental Petroleum & Minerals","Energy",48911999,1953,"Energy and Utilities"
"Robert Coyiuto, Jr.",2017,"Philippines-Manila","National Grid Corp;Oriental Petroleum & Minerals","Energy",4.5e+07,1953,"Energy and Utilities"
"Robert Coyiuto, Jr.",2018,"Philippines-Manila","National Grid Corp;Oriental Petroleum & Minerals","Energy",40110000,1953,"Energy and Utilities"
"Robert Coyiuto, Jr.",2019,"Philippines-Manila","National Grid Corp;Oriental Petroleum & Minerals","Energy",39270000,1953,"Energy and Utilities"
"Robert Coyiuto, Jr.",2020,"Philippines-Manila","National Grid Corp;Oriental Petroleum & Minerals","Energy",38514000,1953,"Energy and Utilities"
"Robert Defares",2017,"Netherlands-Amsterdam","IMC;IMC BV","Finance and Investments",4.2e+07,1962,"Finance and Insurance"
"Robert Defares",2018,"Netherlands-Amsterdam","IMC;IMC BV","Finance and Investments",45840000,1962,"Finance and Insurance"
"Robert Duggan",2013,"United States-California-Palo Alto","Pharmacyclics","Healthcare",37008000,1945,"Healthcare and Pharmaceuticals"
"Robert Duggan",2014,"United States-California-Palo Alto","Pharmacyclics","Healthcare",57684000,1945,"Healthcare and Pharmaceuticals"
"Robert Duggan",2015,"United States-California-Palo Alto","Pharmacyclics","Healthcare",70311000,1945,"Healthcare and Pharmaceuticals"
"Robert Duggan",2016,"United States-California-Palo Alto","Pharmacyclics","Healthcare",82538999,1945,"Healthcare and Pharmaceuticals"
"Robert Duggan",2017,"United States-California-Palo Alto","Pharmacyclics","Healthcare",7.8e+07,1945,"Healthcare and Pharmaceuticals"
"Robert Duggan",2018,"United States-California-Palo Alto","Pharmacyclics","Healthcare",57300000,1945,"Healthcare and Pharmaceuticals"
"Robert Duggan",2019,"United States-California-Palo Alto","Pharmacyclics","Healthcare",50490000,1945,"Healthcare and Pharmaceuticals"
"Robert Duggan",2020,"United States-California-Palo Alto","Pharmacyclics","Healthcare",49518000,1945,"Healthcare and Pharmaceuticals"
"Robert Duggan",2021,"United States-California-Palo Alto","Pharmacyclics","Healthcare",47520000,1945,"Healthcare and Pharmaceuticals"
"Robert Duggan",2022,"United States-California-Palo Alto","Pharmacyclics","Healthcare",51600000,1945,"Healthcare and Pharmaceuticals"
"Robert Edmiston",2018,"UK-Solihull","IM Properties;IM Group","Real Estate",31515000,1946,"Construction and Real Estate"
"Robert Edmiston",2022,"UK-Solihull","IM Properties;IM Group","Real Estate",28380000,1946,"Construction and Real Estate"
"Robert F. Smith",2016,"United States-Texas-Austin","Vista Equity Partners","Finance & Investments",76425000,1963,"Finance and Insurance"
"Robert F. Smith",2017,"United States-Texas-Austin","Vista Equity Partners","Finance & Investments",7.5e+07,1963,"Finance and Insurance"
"Robert F. Smith",2018,"United States-Texas-Austin","Vista Equity Partners","Finance & Investments",126060000,1963,"Finance and Insurance"
"Robert F. Smith",2019,"United States-Texas-Austin","Vista Equity Partners","Finance & Investments",140250000,1963,"Finance and Insurance"
"Robert F. Smith",2020,"United States-Texas-Austin","Vista Equity Partners","Finance & Investments",137550000,1963,"Finance and Insurance"
"Robert F. Smith",2021,"United States-Texas-Austin","Vista Equity Partners","Finance & Investments",158400000,1963,"Finance and Insurance"
"Robert F. Smith",2022,"United States-Texas-Austin","Vista Equity Partners","Finance & Investments",172860000,1963,"Finance and Insurance"
"Robert Fisher",2007,"United States-California-San Francisco","GAP","Fashion & Retail",47754000,1954,"Consumer Goods and Services"
"Robert Fisher",2008,"United States-California-San Francisco","GAP","Fashion & Retail",46662000,1954,"Consumer Goods and Services"
"Robert Fisher",2009,"United States-California-San Francisco","GAP","Fashion & Retail",33060000,1954,"Consumer Goods and Services"
"Robert Fisher",2010,"United States-California-San Francisco","GAP","Fashion & Retail",36003000,1954,"Consumer Goods and Services"
"Robert Fisher",2012,"United States-California-San Francisco","GAP","Fashion & Retail",37440000,1954,"Consumer Goods and Services"
"Robert Fisher",2013,"United States-California-San Francisco","GAP","Fashion & Retail",49344000,1954,"Consumer Goods and Services"
"Robert Fisher",2014,"United States-California-San Francisco","GAP","Fashion & Retail",60720000,1954,"Consumer Goods and Services"
"Robert Fisher",2015,"United States-California-San Francisco","GAP","Fashion & Retail",61139999,1954,"Consumer Goods and Services"
"Robert Fisher",2016,"United States-California-San Francisco","GAP","Fashion & Retail",42797999,1954,"Consumer Goods and Services"
"Robert Fisher",2017,"United States-California-San Francisco","GAP","Fashion & Retail",4.5e+07,1954,"Consumer Goods and Services"
"Robert Fisher",2018,"United States-California-San Francisco","GAP","Fashion & Retail",48705000,1954,"Consumer Goods and Services"
"Robert Fisher",2019,"United States-California-San Francisco","GAP","Fashion & Retail",39270000,1954,"Consumer Goods and Services"
"Robert Fisher",2021,"United States-California-San Francisco","GAP","Fashion & Retail",50160000,1954,"Consumer Goods and Services"
"Robert Fisher",2022,"United States-California-San Francisco","GAP","Fashion & Retail",30960000,1954,"Consumer Goods and Services"
"Robert Friedland",2004,"Singapore","Ivanhoe Mines","Metals & Mining",39666000,1951,"Industrial Goods and Services"
"Robert Friedland",2005,"Singapore","Ivanhoe Mines","Metals & Mining",38346000,1951,"Industrial Goods and Services"
"Robert Friedland",2006,"Singapore","Ivanhoe Mines","Metals & Mining",41112000,1951,"Industrial Goods and Services"
"Robert Friedland",2007,"Singapore","Ivanhoe Mines","Metals & Mining",47754000,1951,"Industrial Goods and Services"
"Robert Friedland",2008,"Singapore","Ivanhoe Mines","Metals & Mining",46662000,1951,"Industrial Goods and Services"
"Robert Friedland",2010,"Singapore","Ivanhoe Mines","Metals & Mining",65460000,1951,"Industrial Goods and Services"
"Robert Friedland",2011,"Singapore","Ivanhoe Mines","Metals & Mining",108936000,1951,"Industrial Goods and Services"
"Robert Friedland",2012,"Singapore","Ivanhoe Mines","Metals & Mining",71760000,1951,"Industrial Goods and Services"
"Robert Friedland",2013,"Singapore","Ivanhoe Mines","Metals & Mining",55512000,1951,"Industrial Goods and Services"
"Robert Friedland",2017,"Singapore","Ivanhoe Mines","Metals & Mining",3.9e+07,1951,"Industrial Goods and Services"
"Robert Friedland",2018,"Singapore","Ivanhoe Mines","Metals & Mining",34380000,1951,"Industrial Goods and Services"
"Robert Friedland",2019,"Singapore","Ivanhoe Mines","Metals & Mining",28050000,1951,"Industrial Goods and Services"
"Robert Friedland",2021,"Singapore","Ivanhoe Mines","Metals & Mining",44880000,1951,"Industrial Goods and Services"
"Robert Friedland",2022,"Singapore","Ivanhoe Mines","Metals & Mining",56760000,1951,"Industrial Goods and Services"
"Robert G. Miller",2022,"Canada-Quebec-Montreal","Future Electronics","Technology",46440000,1946,"Technology"
"Robert Galvin",2007,"","","Information Technology",34110000,1923,"Technology"
"Robert Hale, Jr.",2022,"","","Telecom",82560000,1967,"Media and Communications"
"Robert Holding",2002,"","","Energy",40110000,1927,"Energy and Utilities"
"Robert Holding",2003,"","","Energy",42207000,1927,"Energy and Utilities"
"Robert Holding",2004,"","","Energy",43272000,1927,"Energy and Utilities"
"Robert Holding",2005,"","","Energy",45318000,1927,"Energy and Utilities"
"Robert Holding",2006,"","","Energy",44537999,1927,"Energy and Utilities"
"Robert Holding",2007,"","","Energy",143262000,1927,"Energy and Utilities"
"Robert Holding",2008,"","","Energy",166650000,1927,"Energy and Utilities"
"Robert Holding",2009,"","","Energy",99180000,1927,"Energy and Utilities"
"Robert Holding",2010,"","","Energy",127647000,1927,"Energy and Utilities"
"Robert Holding",2011,"","","Energy",99324000,1927,"Energy and Utilities"
"Robert Holding",2012,"","","Energy",81120000,1927,"Energy and Utilities"
"Robert Holding",2013,"","","Energy",98688000,1927,"Energy and Utilities"
"Robert Ingham",2013,"","","Food and Beverage",33924000,1932,"Agriculture and Food Production"
"Robert Ingham",2014,"","","Food and Beverage",30360000,1932,"Agriculture and Food Production"
"Robert Kraft",2006,"United States-Massachusetts-Brookline","Kraft","Sports",37686000,1942,"Media and Communications"
"Robert Kraft",2007,"United States-Massachusetts-Brookline","Kraft","Sports",44343000,1942,"Media and Communications"
"Robert Kraft",2008,"United States-Massachusetts-Brookline","Kraft","Sports",46662000,1942,"Media and Communications"
"Robert Kraft",2009,"United States-Massachusetts-Brookline","Kraft","Sports",49590000,1942,"Media and Communications"
"Robert Kraft",2010,"United States-Massachusetts-Brookline","Kraft","Sports",49095000,1942,"Media and Communications"
"Robert Kraft",2011,"United States-Massachusetts-Brookline","Kraft","Sports",48060000,1942,"Media and Communications"
"Robert Kraft",2012,"United States-Massachusetts-Brookline","Kraft","Sports",53040000,1942,"Media and Communications"
"Robert Kraft",2013,"United States-Massachusetts-Brookline","Kraft","Sports",70932000,1942,"Media and Communications"
"Robert Kraft",2014,"United States-Massachusetts-Brookline","Kraft","Sports",88044000,1942,"Media and Communications"
"Robert Kraft",2015,"United States-Massachusetts-Brookline","Kraft","Sports",131450999,1942,"Media and Communications"
"Robert Kraft",2016,"United States-Massachusetts-Brookline","Kraft","Sports",146736000,1942,"Media and Communications"
"Robert Kraft",2017,"United States-Massachusetts-Brookline","Kraft","Sports",1.53e+08,1942,"Media and Communications"
"Robert Kraft",2018,"United States-Massachusetts-Brookline","Kraft","Sports",177630000,1942,"Media and Communications"
"Robert Kraft",2019,"United States-Massachusetts-Brookline","Kraft","Sports",182325000,1942,"Media and Communications"
"Robert Kraft",2020,"United States-Massachusetts-Brookline","Kraft","Sports",189819000,1942,"Media and Communications"
"Robert Kraft",2021,"United States-Massachusetts-Brookline","Kraft","Sports",182160000,1942,"Media and Communications"
"Robert Kraft",2022,"United States-Massachusetts-Brookline","Kraft","Sports",214140000,1942,"Media and Communications"
"Robert Kuok",2002,"China-Hong Kong","Kuok Brothers;Wilmar, Shangri La;Kuok Group","Diversified",164451000,1924,"Diversified"
"Robert Kuok",2003,"China-Hong Kong","Kuok Brothers;Wilmar, Shangri La;Kuok Group","Diversified",130457999,1924,"Diversified"
"Robert Kuok",2004,"China-Hong Kong","Kuok Brothers;Wilmar, Shangri La;Kuok Group","Diversified",151452000,1924,"Diversified"
"Robert Kuok",2005,"China-Hong Kong","Kuok Brothers;Wilmar, Shangri La;Kuok Group","Diversified",174300000,1924,"Diversified"
"Robert Kuok",2006,"China-Hong Kong","Kuok Brothers;Wilmar, Shangri La;Kuok Group","Diversified",171300000,1924,"Diversified"
"Robert Kuok",2007,"China-Hong Kong","Kuok Brothers;Wilmar, Shangri La;Kuok Group","Diversified",238770000,1924,"Diversified"
"Robert Kuok",2008,"China-Hong Kong","Kuok Brothers;Wilmar, Shangri La;Kuok Group","Diversified",299970000,1924,"Diversified"
"Robert Kuok",2009,"China-Hong Kong","Kuok Brothers;Wilmar, Shangri La;Kuok Group","Diversified",231420000,1924,"Diversified"
"Robert Kuok",2010,"China-Hong Kong","Kuok Brothers;Wilmar, Shangri La;Kuok Group","Diversified",474585000,1924,"Diversified"
"Robert Kuok",2011,"China-Hong Kong","Kuok Brothers;Wilmar, Shangri La;Kuok Group","Diversified",400500000,1924,"Diversified"
"Robert Kuok",2012,"China-Hong Kong","Kuok Brothers;Wilmar, Shangri La;Kuok Group","Diversified",386880000,1924,"Diversified"
"Robert Kuok",2013,"China-Hong Kong","Kuok Brothers;Wilmar, Shangri La;Kuok Group","Diversified",385500000,1924,"Diversified"
"Robert Kuok",2014,"China-Hong Kong","Kuok Brothers;Wilmar, Shangri La;Kuok Group","Diversified",349140000,1924,"Diversified"
"Robert Kuok",2015,"China-Hong Kong","Kuok Brothers;Wilmar, Shangri La;Kuok Group","Diversified",345440999,1924,"Diversified"
"Robert Kuok",2016,"China-Hong Kong","Kuok Brothers;Wilmar, Shangri La;Kuok Group","Diversified",305700000,1924,"Diversified"
"Robert Kuok",2017,"China-Hong Kong","Kuok Brothers;Wilmar, Shangri La;Kuok Group","Diversified",3.42e+08,1924,"Diversified"
"Robert Kuok",2018,"China-Hong Kong","Kuok Brothers;Wilmar, Shangri La;Kuok Group","Diversified",424020000,1924,"Diversified"
"Robert Kuok",2019,"China-Hong Kong","Kuok Brothers;Wilmar, Shangri La;Kuok Group","Diversified",359040000,1924,"Diversified"
"Robert Kuok",2020,"China-Hong Kong","Kuok Brothers;Wilmar, Shangri La;Kuok Group","Diversified",264096000,1924,"Diversified"
"Robert Kuok",2021,"China-Hong Kong","Kuok Brothers;Wilmar, Shangri La;Kuok Group","Diversified",332640000,1924,"Diversified"
"Robert Kuok",2022,"China-Hong Kong","Kuok Brothers;Wilmar, Shangri La;Kuok Group","Diversified",301860000,1924,"Diversified"
"Robert Langer",2021,"USA-New York","Moderna","Healthcare",42240000,1949,"Healthcare and Pharmaceuticals"
"Robert Langer",2022,"USA-New York","Moderna","Healthcare",41280000,1949,"Healthcare and Pharmaceuticals"
"Robert McNair",2002,"","Houston Texans","Sports",48132000,1937,"Media and Communications"
"Robert McNair",2003,"","Houston Texans","Sports",49881000,1937,"Media and Communications"
"Robert McNair",2004,"","Houston Texans","Sports",46878000,1937,"Media and Communications"
"Robert McNair",2005,"","Houston Texans","Sports",52290000,1937,"Media and Communications"
"Robert McNair",2006,"","Houston Texans","Sports",47963999,1937,"Media and Communications"
"Robert McNair",2007,"","Houston Texans","Sports",51165000,1937,"Media and Communications"
"Robert McNair",2008,"","Houston Texans","Sports",56661000,1937,"Media and Communications"
"Robert McNair",2009,"","Houston Texans","Sports",39672000,1937,"Media and Communications"
"Robert McNair",2010,"","Houston Texans","Sports",45822000,1937,"Media and Communications"
"Robert McNair",2011,"","Houston Texans","Sports",44856000,1937,"Media and Communications"
"Robert McNair",2012,"","Houston Texans","Sports",46800000,1937,"Media and Communications"
"Robert McNair",2013,"","Houston Texans","Sports",55512000,1937,"Media and Communications"
"Robert McNair",2014,"","Houston Texans","Sports",60720000,1937,"Media and Communications"
"Robert McNair",2015,"","Houston Texans","Sports",73368000,1937,"Media and Communications"
"Robert McNair",2016,"","Houston Texans","Sports",100880999,1937,"Media and Communications"
"Robert McNair",2017,"","Houston Texans","Sports",1.05e+08,1937,"Media and Communications"
"Robert McNair",2018,"","Houston Texans","Sports",108870000,1937,"Media and Communications"
"Robert Miller",2006,"","","Fashion & Retail",102779999,1934,"Consumer Goods and Services"
"Robert Miller",2007,"","","Fashion & Retail",98919000,1934,"Consumer Goods and Services"
"Robert Miller",2008,"","","Fashion & Retail",106656000,1934,"Consumer Goods and Services"
"Robert Miller",2009,"","","Fashion & Retail",69426000,1934,"Consumer Goods and Services"
"Robert Miller",2010,"","","Fashion & Retail",81825000,1934,"Consumer Goods and Services"
"Robert Miller",2012,"","","Fashion & Retail",7.8e+07,1934,"Consumer Goods and Services"
"Robert Miller",2013,"","","Fashion & Retail",70932000,1934,"Consumer Goods and Services"
"Robert Miller",2014,"","","Fashion & Retail",69828000,1934,"Consumer Goods and Services"
"Robert Miller",2015,"","","Fashion & Retail",76425000,1934,"Consumer Goods and Services"
"Robert Miller",2016,"","","Fashion & Retail",82538999,1934,"Consumer Goods and Services"
"Robert Miller",2017,"","","Fashion & Retail",8.1e+07,1934,"Consumer Goods and Services"
"Robert Miller",2018,"","","Fashion & Retail",74490000,1934,"Consumer Goods and Services"
"Robert Miller",2019,"","","Fashion & Retail",67320000,1934,"Consumer Goods and Services"
"Robert Miller",2022,"","","Fashion & Retail",51600000,1934,"Consumer Goods and Services"
"Robert Miller",2012,"","DFS Group","Fashion & Retail",46800000,1934,"Consumer Goods and Services"
"Robert Miller",2013,"","DFS Group","Fashion & Retail",46260000,1934,"Consumer Goods and Services"
"Robert Miller",2014,"","DFS Group","Fashion & Retail",48576000,1934,"Consumer Goods and Services"
"Robert Miller",2015,"","DFS Group","Fashion & Retail",48911999,1934,"Consumer Goods and Services"
"Robert Miller",2016,"","DFS Group","Fashion & Retail",67254000,1934,"Consumer Goods and Services"
"Robert Miller",2017,"","DFS Group","Fashion & Retail",7.8e+07,1934,"Consumer Goods and Services"
"Robert Miller",2018,"","DFS Group","Fashion & Retail",128925000,1934,"Consumer Goods and Services"
"Robert Miller",2019,"","DFS Group","Fashion & Retail",134640000,1934,"Consumer Goods and Services"
"Robert Miller",2020,"","DFS Group","Fashion & Retail",151305000,1934,"Consumer Goods and Services"
"Robert Mouawad",2015,"","","Service",44326499,1945,"Industrial Goods and Services"
"Robert Mouawad",2016,"","","Service",45854999,1945,"Industrial Goods and Services"
"Robert Mouawad",2017,"","","Service",4.8e+07,1945,"Industrial Goods and Services"
"Robert Mouawad",2018,"","","Service",45840000,1945,"Industrial Goods and Services"
"Robert Mouawad",2019,"","","Service",42075000,1945,"Industrial Goods and Services"
"Robert Mouawad",2020,"","","Service",41265000,1945,"Industrial Goods and Services"
"Robert Mouawad",2021,"","","Service",36960000,1945,"Industrial Goods and Services"
"Robert Mouawad",2022,"","","Service",38700000,1945,"Industrial Goods and Services"
"Robert Oatley",2002,"","","Real Estate",40110000,1929,"Construction and Real Estate"
"Robert Pera",2012,"United States-California-San Jose","Ubiquiti;Ubiquiti Networks;Ubiquity Networks","Technology",46800000,1978,"Technology"
"Robert Pera",2014,"United States-California-San Jose","Ubiquiti;Ubiquiti Networks;Ubiquity Networks","Technology",81972000,1978,"Technology"
"Robert Pera",2015,"United States-California-San Jose","Ubiquiti;Ubiquiti Networks;Ubiquity Networks","Technology",55025999,1978,"Technology"
"Robert Pera",2016,"United States-California-San Jose","Ubiquiti;Ubiquiti Networks;Ubiquity Networks","Technology",61139999,1978,"Technology"
"Robert Pera",2017,"United States-California-San Jose","Ubiquiti;Ubiquiti Networks;Ubiquity Networks","Technology",9e+07,1978,"Technology"
"Robert Pera",2018,"United States-California-San Jose","Ubiquiti;Ubiquiti Networks;Ubiquity Networks","Technology",123195000,1978,"Technology"
"Robert Pera",2019,"United States-California-San Jose","Ubiquiti;Ubiquiti Networks;Ubiquity Networks","Technology",193545000,1978,"Technology"
"Robert Pera",2020,"United States-California-San Jose","Ubiquiti;Ubiquiti Networks;Ubiquity Networks","Technology",192570000,1978,"Technology"
"Robert Pera",2021,"United States-California-San Jose","Ubiquiti;Ubiquiti Networks;Ubiquity Networks","Technology",483120000,1978,"Technology"
"Robert Pera",2022,"United States-California-San Jose","Ubiquiti;Ubiquiti Networks;Ubiquity Networks","Technology",376680000,1978,"Technology"
"Robert Piccinini",2014,"","","Fashion and Retail",33396000,1942,"Consumer Goods and Services"
"Robert Piccinini",2015,"","","Fashion and Retail",30569999,1942,"Consumer Goods and Services"
"Robert Rich, Jr.",2007,"United States-Florida-Islamorada","Rich Products;Rich Products Oration","Food & Beverage",51165000,1941,"Agriculture and Food Production"
"Robert Rich, Jr.",2008,"United States-Florida-Islamorada","Rich Products;Rich Products Oration","Food & Beverage",83325000,1941,"Agriculture and Food Production"
"Robert Rich, Jr.",2009,"United States-Florida-Islamorada","Rich Products;Rich Products Oration","Food & Beverage",59508000,1941,"Agriculture and Food Production"
"Robert Rich, Jr.",2010,"United States-Florida-Islamorada","Rich Products;Rich Products Oration","Food & Beverage",65460000,1941,"Agriculture and Food Production"
"Robert Rich, Jr.",2011,"United States-Florida-Islamorada","Rich Products;Rich Products Oration","Food & Beverage",64080000,1941,"Agriculture and Food Production"
"Robert Rich, Jr.",2012,"United States-Florida-Islamorada","Rich Products;Rich Products Oration","Food & Beverage",65520000,1941,"Agriculture and Food Production"
"Robert Rich, Jr.",2013,"United States-Florida-Islamorada","Rich Products;Rich Products Oration","Food & Beverage",74016000,1941,"Agriculture and Food Production"
"Robert Rich, Jr.",2014,"United States-Florida-Islamorada","Rich Products;Rich Products Oration","Food & Beverage",91080000,1941,"Agriculture and Food Production"
"Robert Rich, Jr.",2015,"United States-Florida-Islamorada","Rich Products;Rich Products Oration","Food & Beverage",97823999,1941,"Agriculture and Food Production"
"Robert Rich, Jr.",2016,"United States-Florida-Islamorada","Rich Products;Rich Products Oration","Food & Beverage",106994999,1941,"Agriculture and Food Production"
"Robert Rich, Jr.",2017,"United States-Florida-Islamorada","Rich Products;Rich Products Oration","Food & Beverage",1.2e+08,1941,"Agriculture and Food Production"
"Robert Rich, Jr.",2018,"United States-Florida-Islamorada","Rich Products;Rich Products Oration","Food & Beverage",148980000,1941,"Agriculture and Food Production"
"Robert Rich, Jr.",2019,"United States-Florida-Islamorada","Rich Products;Rich Products Oration","Food & Beverage",134640000,1941,"Agriculture and Food Production"
"Robert Rich, Jr.",2020,"United States-Florida-Islamorada","Rich Products;Rich Products Oration","Food & Beverage",121044000,1941,"Agriculture and Food Production"
"Robert Rich, Jr.",2021,"United States-Florida-Islamorada","Rich Products;Rich Products Oration","Food & Beverage",121440000,1941,"Agriculture and Food Production"
"Robert Rich, Jr.",2022,"United States-Florida-Islamorada","Rich Products;Rich Products Oration","Food & Beverage",126420000,1941,"Agriculture and Food Production"
"Robert Rowling",2002,"United States-Texas-Dallas","TRT;TRT Holdings;Trt Holdings","Service",96264000,1954,"Industrial Goods and Services"
"Robert Rowling",2003,"United States-Texas-Dallas","TRT;TRT Holdings;Trt Holdings","Service",88251000,1954,"Industrial Goods and Services"
"Robert Rowling",2004,"United States-Texas-Dallas","TRT;TRT Holdings;Trt Holdings","Service",97362000,1954,"Industrial Goods and Services"
"Robert Rowling",2005,"United States-Texas-Dallas","TRT;TRT Holdings;Trt Holdings","Service",115037999,1954,"Industrial Goods and Services"
"Robert Rowling",2006,"United States-Texas-Dallas","TRT;TRT Holdings;Trt Holdings","Service",164448000,1954,"Industrial Goods and Services"
"Robert Rowling",2007,"United States-Texas-Dallas","TRT;TRT Holdings;Trt Holdings","Service",184194000,1954,"Industrial Goods and Services"
"Robert Rowling",2008,"United States-Texas-Dallas","TRT;TRT Holdings;Trt Holdings","Service",206646000,1954,"Industrial Goods and Services"
"Robert Rowling",2009,"United States-Texas-Dallas","TRT;TRT Holdings;Trt Holdings","Service",138852000,1954,"Industrial Goods and Services"
"Robert Rowling",2010,"United States-Texas-Dallas","TRT;TRT Holdings;Trt Holdings","Service",144012000,1954,"Industrial Goods and Services"
"Robert Rowling",2011,"United States-Texas-Dallas","TRT;TRT Holdings;Trt Holdings","Service",134568000,1954,"Industrial Goods and Services"
"Robert Rowling",2012,"United States-Texas-Dallas","TRT;TRT Holdings;Trt Holdings","Service",149760000,1954,"Industrial Goods and Services"
"Robert Rowling",2013,"United States-Texas-Dallas","TRT;TRT Holdings;Trt Holdings","Service",151116000,1954,"Industrial Goods and Services"
"Robert Rowling",2014,"United States-Texas-Dallas","TRT;TRT Holdings;Trt Holdings","Service",148764000,1954,"Industrial Goods and Services"
"Robert Rowling",2015,"United States-Texas-Dallas","TRT;TRT Holdings;Trt Holdings","Service",165077999,1954,"Industrial Goods and Services"
"Robert Rowling",2016,"United States-Texas-Dallas","TRT;TRT Holdings;Trt Holdings","Service",149793000,1954,"Industrial Goods and Services"
"Robert Rowling",2017,"United States-Texas-Dallas","TRT;TRT Holdings;Trt Holdings","Service",1.86e+08,1954,"Industrial Goods and Services"
"Robert Rowling",2018,"United States-Texas-Dallas","TRT;TRT Holdings;Trt Holdings","Service",166170000,1954,"Industrial Goods and Services"
"Robert Rowling",2019,"United States-Texas-Dallas","TRT;TRT Holdings;Trt Holdings","Service",148665000,1954,"Industrial Goods and Services"
"Robert Rowling",2020,"United States-Texas-Dallas","TRT;TRT Holdings;Trt Holdings","Service",68775000,1954,"Industrial Goods and Services"
"Robert Rowling",2021,"United States-Texas-Dallas","TRT;TRT Holdings;Trt Holdings","Service",102960000,1954,"Industrial Goods and Services"
"Robert Rowling",2022,"United States-Texas-Dallas","TRT;TRT Holdings;Trt Holdings","Service",116100000,1954,"Industrial Goods and Services"
"Robert Sands",2018,"USA-New York","Constellation Brands","Food & Beverage",85950000,1959,"Agriculture and Food Production"
"Robert Sands",2019,"USA-New York","Constellation Brands","Food & Beverage",75735000,1959,"Agriculture and Food Production"
"Robert Sands",2020,"USA-New York","Constellation Brands","Food & Beverage",49518000,1959,"Agriculture and Food Production"
"Robert Sands",2021,"USA-New York","Constellation Brands","Food & Beverage",55440000,1959,"Agriculture and Food Production"
"Robert Sands",2022,"USA-New York","Constellation Brands","Food & Beverage",87720000,1959,"Agriculture and Food Production"
